MONTH,STATE,SEX,AGEGRP,YEAR,PRIMARYCOND,NVISITS
8,Ohio,2,30_39,2017,Strep pharyngitis,93
8,Ohio,2,30_39,2018,Strep pharyngitis,95
8,Ohio,2,40_49,2010,Strep pharyngitis,40
8,Ohio,2,40_49,2011,Strep pharyngitis,62
8,Ohio,2,40_49,2012,Strep pharyngitis,58
8,Ohio,2,40_49,2013,Strep pharyngitis,38
8,Ohio,2,40_49,2014,Strep pharyngitis,48
8,Ohio,2,40_49,2015,Strep pharyngitis,36
8,Ohio,2,40_49,2016,Strep pharyngitis,36
8,Ohio,2,40_49,2017,Strep pharyngitis,54
8,Ohio,2,40_49,2018,Strep pharyngitis,39
8,Ohio,2,50_59,2010,Strep pharyngitis,28
8,Ohio,2,50_59,2011,Strep pharyngitis,28
8,Ohio,2,50_59,2012,Strep pharyngitis,37
8,Ohio,2,50_59,2013,Strep pharyngitis,21
8,Ohio,2,50_59,2014,Strep pharyngitis,50
8,Ohio,2,50_59,2015,Strep pharyngitis,28
8,Ohio,2,50_59,2016,Strep pharyngitis,21
8,Ohio,2,50_59,2017,Strep pharyngitis,33
8,Ohio,2,50_59,2018,Strep pharyngitis,31
8,Ohio,2,60_69,2010,Strep pharyngitis,13
8,Ohio,2,60_69,2011,Strep pharyngitis,14
8,Ohio,2,60_69,2012,Strep pharyngitis,6
8,Ohio,2,60_69,2013,Strep pharyngitis,4
8,Ohio,2,60_69,2014,Strep pharyngitis,8
8,Ohio,2,60_69,2015,Strep pharyngitis,5
8,Ohio,2,60_69,2016,Strep pharyngitis,10
8,Ohio,2,60_69,2017,Strep pharyngitis,4
8,Ohio,2,60_69,2018,Strep pharyngitis,7
8,Oklahoma,1,00_04,2010,Strep pharyngitis,123
8,Oklahoma,1,00_04,2011,Strep pharyngitis,122
8,Oklahoma,1,00_04,2012,Strep pharyngitis,132
8,Oklahoma,1,00_04,2013,Strep pharyngitis,48
8,Oklahoma,1,00_04,2014,Strep pharyngitis,52
8,Oklahoma,1,00_04,2015,Strep pharyngitis,38
8,Oklahoma,1,00_04,2016,Strep pharyngitis,77
8,Oklahoma,1,00_04,2017,Strep pharyngitis,41
8,Oklahoma,1,00_04,2018,Strep pharyngitis,56
8,Oklahoma,1,05_09,2010,Strep pharyngitis,123
8,Oklahoma,1,05_09,2011,Strep pharyngitis,137
8,Oklahoma,1,05_09,2012,Strep pharyngitis,118
8,Oklahoma,1,05_09,2013,Strep pharyngitis,36
8,Oklahoma,1,05_09,2014,Strep pharyngitis,57
8,Oklahoma,1,05_09,2015,Strep pharyngitis,79
8,Oklahoma,1,05_09,2016,Strep pharyngitis,86
8,Oklahoma,1,05_09,2017,Strep pharyngitis,36
8,Oklahoma,1,05_09,2018,Strep pharyngitis,46
8,Oklahoma,1,10_19,2010,Strep pharyngitis,83
8,Oklahoma,1,10_19,2011,Strep pharyngitis,92
8,Oklahoma,1,10_19,2012,Strep pharyngitis,107
8,Oklahoma,1,10_19,2013,Strep pharyngitis,25
8,Oklahoma,1,10_19,2014,Strep pharyngitis,46
8,Oklahoma,1,10_19,2015,Strep pharyngitis,55
8,Oklahoma,1,10_19,2016,Strep pharyngitis,58
8,Oklahoma,1,10_19,2017,Strep pharyngitis,30
8,Oklahoma,1,10_19,2018,Strep pharyngitis,47
8,Oklahoma,1,20_29,2010,Strep pharyngitis,31
8,Oklahoma,1,20_29,2011,Strep pharyngitis,44
8,Oklahoma,1,20_29,2012,Strep pharyngitis,43
8,Oklahoma,1,20_29,2013,Strep pharyngitis,13
8,Oklahoma,1,20_29,2014,Strep pharyngitis,36
8,Oklahoma,1,20_29,2015,Strep pharyngitis,21
8,Oklahoma,1,20_29,2016,Strep pharyngitis,36
8,Oklahoma,1,20_29,2017,Strep pharyngitis,16
8,Oklahoma,1,20_29,2018,Strep pharyngitis,21
8,Oklahoma,1,30_39,2010,Strep pharyngitis,20
8,Oklahoma,1,30_39,2011,Strep pharyngitis,27
8,Oklahoma,1,30_39,2012,Strep pharyngitis,44
8,Oklahoma,1,30_39,2013,Strep pharyngitis,9
8,Oklahoma,1,30_39,2014,Strep pharyngitis,19
8,Oklahoma,1,30_39,2015,Strep pharyngitis,19
8,Oklahoma,1,30_39,2016,Strep pharyngitis,27
8,Oklahoma,1,30_39,2017,Strep pharyngitis,18
8,Oklahoma,1,30_39,2018,Strep pharyngitis,19
8,Oklahoma,1,40_49,2010,Strep pharyngitis,7
8,Oklahoma,1,40_49,2011,Strep pharyngitis,25
8,Oklahoma,1,40_49,2012,Strep pharyngitis,23
8,Oklahoma,1,40_49,2013,Strep pharyngitis,2
8,Oklahoma,1,40_49,2014,Strep pharyngitis,8
8,Oklahoma,1,40_49,2015,Strep pharyngitis,8
8,Oklahoma,1,40_49,2016,Strep pharyngitis,8
8,Oklahoma,1,40_49,2017,Strep pharyngitis,2
8,Oklahoma,1,40_49,2018,Strep pharyngitis,6
8,Oklahoma,1,50_59,2010,Strep pharyngitis,9
8,Oklahoma,1,50_59,2011,Strep pharyngitis,14
8,Oklahoma,1,50_59,2012,Strep pharyngitis,8
8,Oklahoma,1,50_59,2013,Strep pharyngitis,3
8,Oklahoma,1,50_59,2014,Strep pharyngitis,4
8,Oklahoma,1,50_59,2015,Strep pharyngitis,7
8,Oklahoma,1,50_59,2016,Strep pharyngitis,12
8,Oklahoma,1,50_59,2017,Strep pharyngitis,9
8,Oklahoma,1,50_59,2018,Strep pharyngitis,5
8,Oklahoma,1,60_69,2010,Strep pharyngitis,2
8,Oklahoma,1,60_69,2011,Strep pharyngitis,5
8,Oklahoma,1,60_69,2012,NA,0
8,Oklahoma,1,60_69,2013,NA,0
8,Oklahoma,1,60_69,2014,Strep pharyngitis,3
8,Oklahoma,1,60_69,2015,Strep pharyngitis,1
8,Oklahoma,1,60_69,2016,Strep pharyngitis,2
8,Oklahoma,1,60_69,2017,NA,0
8,Oklahoma,1,60_69,2018,Strep pharyngitis,2
8,Oklahoma,2,00_04,2010,Strep pharyngitis,111
8,Oklahoma,2,00_04,2011,Strep pharyngitis,106
8,Oklahoma,2,00_04,2012,Strep pharyngitis,120
8,Oklahoma,2,00_04,2013,Strep pharyngitis,49
8,Oklahoma,2,00_04,2014,Strep pharyngitis,44
8,Oklahoma,2,00_04,2015,Strep pharyngitis,39
8,Oklahoma,2,00_04,2016,Strep pharyngitis,70
8,Oklahoma,2,00_04,2017,Strep pharyngitis,41
8,Oklahoma,2,00_04,2018,Strep pharyngitis,43
8,Oklahoma,2,05_09,2010,Strep pharyngitis,109
8,Oklahoma,2,05_09,2011,Strep pharyngitis,140
8,Oklahoma,2,05_09,2012,Strep pharyngitis,139
8,Oklahoma,2,05_09,2013,Strep pharyngitis,35
8,Oklahoma,2,05_09,2014,Strep pharyngitis,70
8,Oklahoma,2,05_09,2015,Strep pharyngitis,69
8,Oklahoma,2,05_09,2016,Strep pharyngitis,71
8,Oklahoma,2,05_09,2017,Strep pharyngitis,36
8,Oklahoma,2,05_09,2018,Strep pharyngitis,61
8,Oklahoma,2,10_19,2010,Strep pharyngitis,114
8,Oklahoma,2,10_19,2011,Strep pharyngitis,118
8,Oklahoma,2,10_19,2012,Strep pharyngitis,135
8,Oklahoma,2,10_19,2013,Strep pharyngitis,32
8,Oklahoma,2,10_19,2014,Strep pharyngitis,77
8,Oklahoma,2,10_19,2015,Strep pharyngitis,75
8,Oklahoma,2,10_19,2016,Strep pharyngitis,85
8,Oklahoma,2,10_19,2017,Strep pharyngitis,33
8,Oklahoma,2,10_19,2018,Strep pharyngitis,51
8,Oklahoma,2,20_29,2010,Strep pharyngitis,54
8,Oklahoma,2,20_29,2011,Strep pharyngitis,58
8,Oklahoma,2,20_29,2012,Strep pharyngitis,77
8,Oklahoma,2,20_29,2013,Strep pharyngitis,23
8,Oklahoma,2,20_29,2014,Strep pharyngitis,47
8,Oklahoma,2,20_29,2015,Strep pharyngitis,39
8,Oklahoma,2,20_29,2016,Strep pharyngitis,69
8,Oklahoma,2,20_29,2017,Strep pharyngitis,37
8,Oklahoma,2,20_29,2018,Strep pharyngitis,53
8,Oklahoma,2,30_39,2010,Strep pharyngitis,39
8,Oklahoma,2,30_39,2011,Strep pharyngitis,51
8,Oklahoma,2,30_39,2012,Strep pharyngitis,44
8,Oklahoma,2,30_39,2013,Strep pharyngitis,17
8,Oklahoma,2,30_39,2014,Strep pharyngitis,42
8,Oklahoma,2,30_39,2015,Strep pharyngitis,33
8,Oklahoma,2,30_39,2016,Strep pharyngitis,57
8,Oklahoma,2,30_39,2017,Strep pharyngitis,28
8,Oklahoma,2,30_39,2018,Strep pharyngitis,47
8,Oklahoma,2,40_49,2010,Strep pharyngitis,32
8,Oklahoma,2,40_49,2011,Strep pharyngitis,38
8,Oklahoma,2,40_49,2012,Strep pharyngitis,25
8,Oklahoma,2,40_49,2013,Strep pharyngitis,10
8,Oklahoma,2,40_49,2014,Strep pharyngitis,23
8,Oklahoma,2,40_49,2015,Strep pharyngitis,19
8,Oklahoma,2,40_49,2016,Strep pharyngitis,42
8,Oklahoma,2,40_49,2017,Strep pharyngitis,12
8,Oklahoma,2,40_49,2018,Strep pharyngitis,29
8,Oklahoma,2,50_59,2010,Strep pharyngitis,19
8,Oklahoma,2,50_59,2011,Strep pharyngitis,20
8,Oklahoma,2,50_59,2012,Strep pharyngitis,23
8,Oklahoma,2,50_59,2013,Strep pharyngitis,11
8,Oklahoma,2,50_59,2014,Strep pharyngitis,19
8,Oklahoma,2,50_59,2015,Strep pharyngitis,18
8,Oklahoma,2,50_59,2016,Strep pharyngitis,24
8,Oklahoma,2,50_59,2017,Strep pharyngitis,10
8,Oklahoma,2,50_59,2018,Strep pharyngitis,24
8,Oklahoma,2,60_69,2010,Strep pharyngitis,5
8,Oklahoma,2,60_69,2011,Strep pharyngitis,2
8,Oklahoma,2,60_69,2012,Strep pharyngitis,4
8,Oklahoma,2,60_69,2013,Strep pharyngitis,1
8,Oklahoma,2,60_69,2014,Strep pharyngitis,9
8,Oklahoma,2,60_69,2015,Strep pharyngitis,9
8,Oklahoma,2,60_69,2016,Strep pharyngitis,12
8,Oklahoma,2,60_69,2017,Strep pharyngitis,2
8,Oklahoma,2,60_69,2018,Strep pharyngitis,4
8,Oregon,1,00_04,2010,Strep pharyngitis,11
8,Oregon,1,00_04,2011,Strep pharyngitis,22
8,Oregon,1,00_04,2012,Strep pharyngitis,19
8,Oregon,1,00_04,2013,Strep pharyngitis,17
8,Oregon,1,00_04,2014,Strep pharyngitis,13
8,Oregon,1,00_04,2015,Strep pharyngitis,11
8,Oregon,1,00_04,2016,Strep pharyngitis,15
8,Oregon,1,00_04,2017,Strep pharyngitis,10
8,Oregon,1,00_04,2018,Strep pharyngitis,10
8,Oregon,1,05_09,2010,Strep pharyngitis,27
8,Oregon,1,05_09,2011,Strep pharyngitis,25
8,Oregon,1,05_09,2012,Strep pharyngitis,22
8,Oregon,1,05_09,2013,Strep pharyngitis,25
8,Oregon,1,05_09,2014,Strep pharyngitis,34
8,Oregon,1,05_09,2015,Strep pharyngitis,27
8,Oregon,1,05_09,2016,Strep pharyngitis,23
8,Oregon,1,05_09,2017,Strep pharyngitis,15
8,Oregon,1,05_09,2018,Strep pharyngitis,19
8,Oregon,1,10_19,2010,Strep pharyngitis,19
8,Oregon,1,10_19,2011,Strep pharyngitis,40
8,Oregon,1,10_19,2012,Strep pharyngitis,29
8,Oregon,1,10_19,2013,Strep pharyngitis,29
8,Oregon,1,10_19,2014,Strep pharyngitis,14
8,Oregon,1,10_19,2015,Strep pharyngitis,23
8,Oregon,1,10_19,2016,Strep pharyngitis,18
8,Oregon,1,10_19,2017,Strep pharyngitis,11
8,Oregon,1,10_19,2018,Strep pharyngitis,16
8,Oregon,1,20_29,2010,Strep pharyngitis,5
8,Oregon,1,20_29,2011,Strep pharyngitis,17
8,Oregon,1,20_29,2012,Strep pharyngitis,14
8,Oregon,1,20_29,2013,Strep pharyngitis,12
8,Oregon,1,20_29,2014,Strep pharyngitis,9
8,Oregon,1,20_29,2015,Strep pharyngitis,9
8,Oregon,1,20_29,2016,Strep pharyngitis,5
8,Oregon,1,20_29,2017,Strep pharyngitis,8
8,Oregon,1,20_29,2018,Strep pharyngitis,9
8,Oregon,1,30_39,2010,Strep pharyngitis,11
8,Oregon,1,30_39,2011,Strep pharyngitis,13
8,Oregon,1,30_39,2012,Strep pharyngitis,11
8,Oregon,1,30_39,2013,Strep pharyngitis,6
8,Oregon,1,30_39,2014,Strep pharyngitis,4
8,Oregon,1,30_39,2015,Strep pharyngitis,18
8,Oregon,1,30_39,2016,Strep pharyngitis,14
8,Oregon,1,30_39,2017,Strep pharyngitis,9
8,Oregon,1,30_39,2018,Strep pharyngitis,8
8,Oregon,1,40_49,2010,Strep pharyngitis,12
8,Oregon,1,40_49,2011,Strep pharyngitis,9
8,Oregon,1,40_49,2012,Strep pharyngitis,11
8,Oregon,1,40_49,2013,Strep pharyngitis,8
8,Oregon,1,40_49,2014,Strep pharyngitis,9
8,Oregon,1,40_49,2015,Strep pharyngitis,8
8,Oregon,1,40_49,2016,Strep pharyngitis,4
8,Oregon,1,40_49,2017,Strep pharyngitis,3
8,Oregon,1,40_49,2018,Strep pharyngitis,6
8,Oregon,1,50_59,2010,Strep pharyngitis,3
8,Oregon,1,50_59,2011,Strep pharyngitis,3
8,Oregon,1,50_59,2012,Strep pharyngitis,4
8,Oregon,1,50_59,2013,Strep pharyngitis,6
8,Oregon,1,50_59,2014,Strep pharyngitis,2
8,Oregon,1,50_59,2015,Strep pharyngitis,1
8,Oregon,1,50_59,2016,Strep pharyngitis,3
8,Oregon,1,50_59,2017,Strep pharyngitis,1
8,Oregon,1,50_59,2018,Strep pharyngitis,2
8,Oregon,1,60_69,2010,Strep pharyngitis,2
8,Oregon,1,60_69,2011,NA,0
8,Oregon,1,60_69,2012,Strep pharyngitis,1
8,Oregon,1,60_69,2013,Strep pharyngitis,1
8,Oregon,1,60_69,2014,NA,0
8,Oregon,1,60_69,2015,NA,0
8,Oregon,1,60_69,2016,Strep pharyngitis,1
8,Oregon,1,60_69,2017,NA,0
8,Oregon,1,60_69,2018,Strep pharyngitis,1
8,Oregon,2,00_04,2010,Strep pharyngitis,11
8,Oregon,2,00_04,2011,Strep pharyngitis,31
8,Oregon,2,00_04,2012,Strep pharyngitis,11
8,Oregon,2,00_04,2013,Strep pharyngitis,19
8,Oregon,2,00_04,2014,Strep pharyngitis,21
8,Oregon,2,00_04,2015,Strep pharyngitis,15
8,Oregon,2,00_04,2016,Strep pharyngitis,8
8,Oregon,2,00_04,2017,Strep pharyngitis,3
8,Oregon,2,00_04,2018,Strep pharyngitis,8
8,Oregon,2,05_09,2010,Strep pharyngitis,20
8,Oregon,2,05_09,2011,Strep pharyngitis,27
8,Oregon,2,05_09,2012,Strep pharyngitis,33
8,Oregon,2,05_09,2013,Strep pharyngitis,18
8,Oregon,2,05_09,2014,Strep pharyngitis,27
8,Oregon,2,05_09,2015,Strep pharyngitis,30
8,Oregon,2,05_09,2016,Strep pharyngitis,14
8,Oregon,2,05_09,2017,Strep pharyngitis,12
8,Oregon,2,05_09,2018,Strep pharyngitis,14
8,Oregon,2,10_19,2010,Strep pharyngitis,40
8,Oregon,2,10_19,2011,Strep pharyngitis,67
8,Oregon,2,10_19,2012,Strep pharyngitis,36
8,Oregon,2,10_19,2013,Strep pharyngitis,36
8,Oregon,2,10_19,2014,Strep pharyngitis,36
8,Oregon,2,10_19,2015,Strep pharyngitis,30
8,Oregon,2,10_19,2016,Strep pharyngitis,21
8,Oregon,2,10_19,2017,Strep pharyngitis,20
8,Oregon,2,10_19,2018,Strep pharyngitis,24
8,Oregon,2,20_29,2010,Strep pharyngitis,32
8,Oregon,2,20_29,2011,Strep pharyngitis,35
8,Oregon,2,20_29,2012,Strep pharyngitis,25
8,Oregon,2,20_29,2013,Strep pharyngitis,23
8,Oregon,2,20_29,2014,Strep pharyngitis,18
8,Oregon,2,20_29,2015,Strep pharyngitis,22
8,Oregon,2,20_29,2016,Strep pharyngitis,12
8,Oregon,2,20_29,2017,Strep pharyngitis,15
8,Oregon,2,20_29,2018,Strep pharyngitis,17
8,Oregon,2,30_39,2010,Strep pharyngitis,22
8,Oregon,2,30_39,2011,Strep pharyngitis,26
8,Oregon,2,30_39,2012,Strep pharyngitis,24
8,Oregon,2,30_39,2013,Strep pharyngitis,19
8,Oregon,2,30_39,2014,Strep pharyngitis,34
8,Oregon,2,30_39,2015,Strep pharyngitis,28
8,Oregon,2,30_39,2016,Strep pharyngitis,21
8,Oregon,2,30_39,2017,Strep pharyngitis,18
8,Oregon,2,30_39,2018,Strep pharyngitis,23
8,Oregon,2,40_49,2010,Strep pharyngitis,11
8,Oregon,2,40_49,2011,Strep pharyngitis,16
8,Oregon,2,40_49,2012,Strep pharyngitis,5
8,Oregon,2,40_49,2013,Strep pharyngitis,7
8,Oregon,2,40_49,2014,Strep pharyngitis,10
8,Oregon,2,40_49,2015,Strep pharyngitis,25
8,Oregon,2,40_49,2016,Strep pharyngitis,18
8,Oregon,2,40_49,2017,Strep pharyngitis,13
8,Oregon,2,40_49,2018,Strep pharyngitis,7
8,Oregon,2,50_59,2010,Strep pharyngitis,19
8,Oregon,2,50_59,2011,Strep pharyngitis,7
8,Oregon,2,50_59,2012,Strep pharyngitis,6
8,Oregon,2,50_59,2013,Strep pharyngitis,9
8,Oregon,2,50_59,2014,Strep pharyngitis,4
8,Oregon,2,50_59,2015,Strep pharyngitis,6
8,Oregon,2,50_59,2016,Strep pharyngitis,3
8,Oregon,2,50_59,2017,Strep pharyngitis,7
8,Oregon,2,50_59,2018,Strep pharyngitis,7
8,Oregon,2,60_69,2010,Strep pharyngitis,4
8,Oregon,2,60_69,2011,Strep pharyngitis,2
8,Oregon,2,60_69,2012,Strep pharyngitis,1
8,Oregon,2,60_69,2013,NA,0
8,Oregon,2,60_69,2014,Strep pharyngitis,1
8,Oregon,2,60_69,2015,Strep pharyngitis,4
8,Oregon,2,60_69,2016,Strep pharyngitis,1
8,Oregon,2,60_69,2017,Strep pharyngitis,3
8,Oregon,2,60_69,2018,Strep pharyngitis,3
8,Pennsylvania,1,00_04,2010,Strep pharyngitis,79
8,Pennsylvania,1,00_04,2011,Strep pharyngitis,241
8,Pennsylvania,1,00_04,2012,Strep pharyngitis,209
8,Pennsylvania,1,00_04,2013,Strep pharyngitis,97
8,Pennsylvania,1,00_04,2014,Strep pharyngitis,165
8,Pennsylvania,1,00_04,2015,Strep pharyngitis,73
8,Pennsylvania,1,00_04,2016,Strep pharyngitis,60
8,Pennsylvania,1,00_04,2017,Strep pharyngitis,66
8,Pennsylvania,1,00_04,2018,Strep pharyngitis,78
8,Pennsylvania,1,05_09,2010,Strep pharyngitis,103
8,Pennsylvania,1,05_09,2011,Strep pharyngitis,225
8,Pennsylvania,1,05_09,2012,Strep pharyngitis,275
8,Pennsylvania,1,05_09,2013,Strep pharyngitis,76
8,Pennsylvania,1,05_09,2014,Strep pharyngitis,224
8,Pennsylvania,1,05_09,2015,Strep pharyngitis,76
8,Pennsylvania,1,05_09,2016,Strep pharyngitis,84
8,Pennsylvania,1,05_09,2017,Strep pharyngitis,61
8,Pennsylvania,1,05_09,2018,Strep pharyngitis,63
8,Pennsylvania,1,10_19,2010,Strep pharyngitis,75
8,Pennsylvania,1,10_19,2011,Strep pharyngitis,238
8,Pennsylvania,1,10_19,2012,Strep pharyngitis,233
8,Pennsylvania,1,10_19,2013,Strep pharyngitis,67
8,Pennsylvania,1,10_19,2014,Strep pharyngitis,175
8,Pennsylvania,1,10_19,2015,Strep pharyngitis,68
8,Pennsylvania,1,10_19,2016,Strep pharyngitis,70
8,Pennsylvania,1,10_19,2017,Strep pharyngitis,59
8,Pennsylvania,1,10_19,2018,Strep pharyngitis,68
8,Pennsylvania,1,20_29,2010,Strep pharyngitis,23
8,Pennsylvania,1,20_29,2011,Strep pharyngitis,63
8,Pennsylvania,1,20_29,2012,Strep pharyngitis,98
8,Pennsylvania,1,20_29,2013,Strep pharyngitis,38
8,Pennsylvania,1,20_29,2014,Strep pharyngitis,86
8,Pennsylvania,1,20_29,2015,Strep pharyngitis,27
8,Pennsylvania,1,20_29,2016,Strep pharyngitis,30
8,Pennsylvania,1,20_29,2017,Strep pharyngitis,29
8,Pennsylvania,1,20_29,2018,Strep pharyngitis,35
8,Pennsylvania,1,30_39,2010,Strep pharyngitis,19
8,Pennsylvania,1,30_39,2011,Strep pharyngitis,56
8,Pennsylvania,1,30_39,2012,Strep pharyngitis,64
8,Pennsylvania,1,30_39,2013,Strep pharyngitis,24
8,Pennsylvania,1,30_39,2014,Strep pharyngitis,60
8,Pennsylvania,1,30_39,2015,Strep pharyngitis,31
8,Pennsylvania,1,30_39,2016,Strep pharyngitis,27
8,Pennsylvania,1,30_39,2017,Strep pharyngitis,18
8,Pennsylvania,1,30_39,2018,Strep pharyngitis,33
8,Pennsylvania,1,40_49,2010,Strep pharyngitis,14
8,Pennsylvania,1,40_49,2011,Strep pharyngitis,40
8,Pennsylvania,1,40_49,2012,Strep pharyngitis,41
8,Pennsylvania,1,40_49,2013,Strep pharyngitis,13
8,Pennsylvania,1,40_49,2014,Strep pharyngitis,33
8,Pennsylvania,1,40_49,2015,Strep pharyngitis,10
8,Pennsylvania,1,40_49,2016,Strep pharyngitis,15
8,Pennsylvania,1,40_49,2017,Strep pharyngitis,12
8,Pennsylvania,1,40_49,2018,Strep pharyngitis,16
8,Pennsylvania,1,50_59,2010,Strep pharyngitis,6
8,Pennsylvania,1,50_59,2011,Strep pharyngitis,22
8,Pennsylvania,1,50_59,2012,Strep pharyngitis,29
8,Pennsylvania,1,50_59,2013,Strep pharyngitis,11
8,Pennsylvania,1,50_59,2014,Strep pharyngitis,16
8,Pennsylvania,1,50_59,2015,Strep pharyngitis,10
8,Pennsylvania,1,50_59,2016,Strep pharyngitis,10
8,Pennsylvania,1,50_59,2017,Strep pharyngitis,3
8,Pennsylvania,1,50_59,2018,Strep pharyngitis,4
8,Pennsylvania,1,60_69,2010,NA,0
8,Pennsylvania,1,60_69,2011,Strep pharyngitis,12
8,Pennsylvania,1,60_69,2012,Strep pharyngitis,2
8,Pennsylvania,1,60_69,2013,Strep pharyngitis,2
8,Pennsylvania,1,60_69,2014,Strep pharyngitis,4
8,Pennsylvania,1,60_69,2015,Strep pharyngitis,2
8,Pennsylvania,1,60_69,2016,Strep pharyngitis,2
8,Pennsylvania,1,60_69,2017,Strep pharyngitis,1
8,Pennsylvania,1,60_69,2018,Strep pharyngitis,2
8,Pennsylvania,2,00_04,2010,Strep pharyngitis,74
8,Pennsylvania,2,00_04,2011,Strep pharyngitis,260
8,Pennsylvania,2,00_04,2012,Strep pharyngitis,225
8,Pennsylvania,2,00_04,2013,Strep pharyngitis,73
8,Pennsylvania,2,00_04,2014,Strep pharyngitis,153
8,Pennsylvania,2,00_04,2015,Strep pharyngitis,63
8,Pennsylvania,2,00_04,2016,Strep pharyngitis,60
8,Pennsylvania,2,00_04,2017,Strep pharyngitis,70
8,Pennsylvania,2,00_04,2018,Strep pharyngitis,54
8,Pennsylvania,2,05_09,2010,Strep pharyngitis,124
8,Pennsylvania,2,05_09,2011,Strep pharyngitis,262
8,Pennsylvania,2,05_09,2012,Strep pharyngitis,260
8,Pennsylvania,2,05_09,2013,Strep pharyngitis,94
8,Pennsylvania,2,05_09,2014,Strep pharyngitis,210
8,Pennsylvania,2,05_09,2015,Strep pharyngitis,83
8,Pennsylvania,2,05_09,2016,Strep pharyngitis,85
8,Pennsylvania,2,05_09,2017,Strep pharyngitis,63
8,Pennsylvania,2,05_09,2018,Strep pharyngitis,70
8,Pennsylvania,2,10_19,2010,Strep pharyngitis,99
8,Pennsylvania,2,10_19,2011,Strep pharyngitis,324
8,Pennsylvania,2,10_19,2012,Strep pharyngitis,265
8,Pennsylvania,2,10_19,2013,Strep pharyngitis,114
8,Pennsylvania,2,10_19,2014,Strep pharyngitis,228
8,Pennsylvania,2,10_19,2015,Strep pharyngitis,117
8,Pennsylvania,2,10_19,2016,Strep pharyngitis,97
8,Pennsylvania,2,10_19,2017,Strep pharyngitis,63
8,Pennsylvania,2,10_19,2018,Strep pharyngitis,77
8,Pennsylvania,2,20_29,2010,Strep pharyngitis,30
8,Pennsylvania,2,20_29,2011,Strep pharyngitis,137
8,Pennsylvania,2,20_29,2012,Strep pharyngitis,143
8,Pennsylvania,2,20_29,2013,Strep pharyngitis,47
8,Pennsylvania,2,20_29,2014,Strep pharyngitis,142
8,Pennsylvania,2,20_29,2015,Strep pharyngitis,50
8,Pennsylvania,2,20_29,2016,Strep pharyngitis,51
8,Pennsylvania,2,20_29,2017,Strep pharyngitis,50
8,Pennsylvania,2,20_29,2018,Strep pharyngitis,51
8,Pennsylvania,2,30_39,2010,Strep pharyngitis,49
8,Pennsylvania,2,30_39,2011,Strep pharyngitis,123
8,Pennsylvania,2,30_39,2012,Strep pharyngitis,115
8,Pennsylvania,2,30_39,2013,Strep pharyngitis,53
8,Pennsylvania,2,30_39,2014,Strep pharyngitis,119
8,Pennsylvania,2,30_39,2015,Strep pharyngitis,44
8,Pennsylvania,2,30_39,2016,Strep pharyngitis,42
8,Pennsylvania,2,30_39,2017,Strep pharyngitis,42
8,Pennsylvania,2,30_39,2018,Strep pharyngitis,35
8,Pennsylvania,2,40_49,2010,Strep pharyngitis,27
8,Pennsylvania,2,40_49,2011,Strep pharyngitis,60
8,Pennsylvania,2,40_49,2012,Strep pharyngitis,79
8,Pennsylvania,2,40_49,2013,Strep pharyngitis,25
8,Pennsylvania,2,40_49,2014,Strep pharyngitis,59
8,Pennsylvania,2,40_49,2015,Strep pharyngitis,20
8,Pennsylvania,2,40_49,2016,Strep pharyngitis,17
8,Pennsylvania,2,40_49,2017,Strep pharyngitis,28
8,Pennsylvania,2,40_49,2018,Strep pharyngitis,33
8,Pennsylvania,2,50_59,2010,Strep pharyngitis,16
8,Pennsylvania,2,50_59,2011,Strep pharyngitis,43
8,Pennsylvania,2,50_59,2012,Strep pharyngitis,55
8,Pennsylvania,2,50_59,2013,Strep pharyngitis,8
8,Pennsylvania,2,50_59,2014,Strep pharyngitis,38
8,Pennsylvania,2,50_59,2015,Strep pharyngitis,10
8,Pennsylvania,2,50_59,2016,Strep pharyngitis,15
8,Pennsylvania,2,50_59,2017,Strep pharyngitis,11
8,Pennsylvania,2,50_59,2018,Strep pharyngitis,13
8,Pennsylvania,2,60_69,2010,Strep pharyngitis,1
8,Pennsylvania,2,60_69,2011,Strep pharyngitis,13
8,Pennsylvania,2,60_69,2012,Strep pharyngitis,9
8,Pennsylvania,2,60_69,2013,Strep pharyngitis,4
8,Pennsylvania,2,60_69,2014,Strep pharyngitis,10
8,Pennsylvania,2,60_69,2015,Strep pharyngitis,3
8,Pennsylvania,2,60_69,2016,Strep pharyngitis,2
8,Pennsylvania,2,60_69,2017,Strep pharyngitis,2
8,Pennsylvania,2,60_69,2018,Strep pharyngitis,2
8,Rhode Island,1,00_04,2010,Strep pharyngitis,7
8,Rhode Island,1,00_04,2011,Strep pharyngitis,9
8,Rhode Island,1,00_04,2012,Strep pharyngitis,2
8,Rhode Island,1,00_04,2013,Strep pharyngitis,5
8,Rhode Island,1,00_04,2014,Strep pharyngitis,6
8,Rhode Island,1,00_04,2015,Strep pharyngitis,2
8,Rhode Island,1,00_04,2016,Strep pharyngitis,2
8,Rhode Island,1,00_04,2017,Strep pharyngitis,9
8,Rhode Island,1,00_04,2018,Strep pharyngitis,1
8,Rhode Island,1,05_09,2010,Strep pharyngitis,9
8,Rhode Island,1,05_09,2011,Strep pharyngitis,10
8,Rhode Island,1,05_09,2012,Strep pharyngitis,9
8,Rhode Island,1,05_09,2013,Strep pharyngitis,6
